id	nhid	tpca	corr	lr	epochs	tied	timespent		alc1			alc2
1011	625	9	0.1	0.005	50	1	12.3083333333333	0.150915888422134	0.201734096437276
1577	625	11	0.1	0.005	50	1	13.5466666666667	0.151721641345894	0.199660797989682
599	600	6	0.5	0.01	50	1	13.9023333333333	0.155554173493333	0.199169517887279
950	550	8	0.1	0.005	50	1	10.8836666666667	0.154235543712312	0.198555636448886
979	575	7	0.1	0.005	50	1	11.6861666666667	0.153325033639492	0.197540254179167
1333	550	7	0.5	0.005	50	1	14.5305	0.14832258319049	0.197031947754867
690	600	8	0.2	0.005	50	1	11.6016666666667	0.155752547081536	0.195989323227059
1027	625	7	0.4	0.005	50	1	16.5453333333333	0.156884036145601	0.195735562654243
1576	625	10	0.1	0.005	50	1	13.0266666666667	0.15788814873169	0.195416533957715
1612	600	11	0.4	0.01	50	1	11.5486666666667	0.156664024661679	0.194745793981251
1617	600	11	0.5	0.01	50	1	11.6688333333333	0.156664024661679	0.194745793981251
1035	625	9	0.5	0.005	50	1	16.7345	0.156884036145601	0.194655380554918
878	575	8	0.4	0.01	50	1	15.5051666666667	0.15318539022175	0.194566576487311
1350	575	6	0.3	0.005	50	1	13.2095	0.151788906331399	0.194493597081468
980	575	8	0.1	0.005	50	1	13.4035	0.152994479548641	0.194027552491358
680	600	8	0.3	0.005	50	1	11.8576666666667	0.156000311492728	0.193294261353781
1063	650	7	0.5	0.005	50	1	12.419	0.148322777423509	0.193149052389251
591	600	7	0.4	0.01	50	1	11.6635	0.156000311492728	0.193100366067383
686	600	7	0.2	0.005	50	1	11.7991666666667	0.156000311492728	0.193100366067383
1464	575	6	0.2	0.001	50	1	15.3068333333333	0.146069578584892	0.192881375077586
883	575	7	0.5	0.01	50	1	11.6833333333333	0.152641831668057	0.192706334237765
1400	650	8	0.1	0.005	50	1	12.1716666666667	0.151056832060159	0.192362716593604
486	500	7	0.2	0.001	50	1	11.2773333333333	0.145993960868233	0.19201372579726
960	550	6	0.3	0.005	50	1	10.8081666666667	0.14168476983011	0.191746788610332
1092	550	6	0.5	0.001	50	1	10.8616666666667	0.14168476983011	0.191746788610332
1569	600	15	0.4	0.005	50	1	11.6426666666667	0.156664024661679	0.191602514725197
115	300	8	0.2	0.01	50	1	7.08666666666667	0.142461311095403	0.191595060267153
681	600	7	0.1	0.005	50	1	11.6943333333333	0.15708125543741	0.191364917223291
96	200	7	0.5	0.01	50	1	6.32733333333333	0.149129972685437	0.191343826285288
1052	650	8	0.3	0.005	50	1	14.268	0.145395895186797	0.190736610491288
81	200	7	0.1	0.01	50	1	6.36	0.148164346166819	0.190716030124895
1058	650	8	0.4	0.005	50	1	14.1336666666667	0.147248003810318	0.190640911833977
885	575	9	0.5	0.01	50	1	13.8901666666667	0.152542759967055	0.190517701900218
1445	550	5	0.4	0.001	50	1	11.2865	0.153689857718836	0.190131243233752
1325	550	5	0.4	0.005	50	1	12.2346666666667	0.153689857718836	0.190131243233752
1313	550	5	0.2	0.005	50	1	12.0933333333333	0.153689857718836	0.190131243233752
699	600	6	0.5	0.005	50	1	13.0365	0.149851756648459	0.189626325560255
1626	625	10	0.4	0.01	50	1	12.3886666666667	0.147274477064581	0.189612270623923
1601	575	10	0.5	0.01	50	1	11.6336666666667	0.152542759967055	0.189175567208703
1413	650	9	0.3	0.005	50	1	12.4886666666667	0.151002996405594	0.189049456448423
695	600	8	0.4	0.005	50	1	15.3478333333333	0.147544595584916	0.188946796613459
849	550	9	0.4	0.01	50	1	10.9003333333333	0.152427854440447	0.188868182140178
1496	625	8	0.2	0.001	50	1	16.3608333333333	0.147291373349889	0.188207700077407
1401	650	9	0.1	0.005	50	1	12.4811666666667	0.151056832060159	0.187759278299898
1599	575	15	0.4	0.01	50	1	15.3366666666667	0.152542759967055	0.18773313413483
962	550	8	0.3	0.005	50	1	14.583	0.151727336780414	0.187674468622538
1597	575	11	0.4	0.01	50	1	11.5723333333333	0.152542759967055	0.187439551961221
1627	625	11	0.4	0.01	50	1	16.2818333333333	0.147274477064581	0.187292719209239
1588	625	12	0.5	0.005	50	1	12.249	0.146906234985858	0.187011269169147
324	500	6	0.5	0.005	50	1	11.3288333333333	0.145993960868233	0.18696321731185
1051	650	7	0.3	0.005	50	1	12.2428333333333	0.145242894336586	0.186878386369881
1419	650	9	0.4	0.005	50	1	13.3798333333333	0.147248003810318	0.186830643139526
881	575	5	0.5	0.01	50	1	11.719	0.142205220040426	0.186696677091552
1238	575	8	0.4	0.01	50	1	11.4723333333333	0.147082124255538	0.186530738196273
688	600	5	0.2	0.005	50	1	11.9651666666667	0.155730948371684	0.186486535889665
1513	625	7	0.5	0.001	50	1	12.5198333333333	0.14329955697105	0.186448332585709
998	575	8	0.4	0.005	50	1	15.4333333333333	0.145377016287192	0.186447111310261
884	575	8	0.5	0.01	50	1	15.5225	0.145377016287192	0.186447111310261
1406	650	8	0.2	0.005	50	1	14.128	0.145163699374268	0.186118976028066
130	500	8	0.3	0.01	50	1	10.0398333333333	0.148745950807519	0.185993760733312
1570	600	17	0.4	0.005	50	1	11.4471666666667	0.147544595584916	0.185969727580446
1583	625	12	0.4	0.005	50	1	16.3678333333333	0.147274477064581	0.185731385086487
316	500	7	0.4	0.005	50	1	11.3186666666667	0.145831730280235	0.185604523114246
966	550	6	0.4	0.005	50	1	10.8141666666667	0.142773845182201	0.185507241168566
954	550	6	0.2	0.005	50	1	11.5203333333333	0.142773845182201	0.185507241168566
95	200	8	0.4	0.01	50	1	6.32333333333333	0.148327245414999	0.185471433059969
1604	575	15	0.5	0.01	50	1	15.3115	0.152532882108775	0.185169774665922
700	600	8	0.5	0.005	50	1	11.456	0.14454368982213	0.185099433496412
1559	575	15	0.5	0.005	50	1	11.5576666666667	0.152480476153266	0.184910137175442
997	575	7	0.4	0.005	50	1	11.6175	0.147938328982745	0.184868333806723
1003	575	7	0.5	0.005	50	1	11.5386666666667	0.147938328982745	0.184868333806723
1004	575	8	0.5	0.005	50	1	11.809	0.152542759967055	0.184757790016304
1351	575	7	0.3	0.005	50	1	15.3518333333333	0.144889241694905	0.184732328426585
847	550	7	0.4	0.01	50	1	12.3478333333333	0.151823883491826	0.184635505758109
961	550	7	0.3	0.005	50	1	10.9838333333333	0.151823883491826	0.184635505758109
848	550	8	0.4	0.01	50	1	10.728	0.142647887506894	0.18457109136658
1031	625	5	0.5	0.005	50	1	16.4775	0.150915888422134	0.184403945310296
1117	575	7	0.4	0.001	50	1	11.5708333333333	0.14708742851879	0.184301251628135
1560	575	17	0.5	0.005	50	1	11.4871666666667	0.151854660356282	0.184110752280808
1579	625	15	0.1	0.005	50	1	16.3775	0.147123343309085	0.184108495011446
1589	625	15	0.5	0.005	50	1	12.2846666666667	0.147123343309085	0.184108495011446
109	300	6	0.1	0.01	50	1	7.73816666666667	0.14686976016	0.184020239076051
1091	550	5	0.5	0.001	50	1	10.805	0.141028709461819	0.183873805122129
1057	650	7	0.4	0.005	50	1	14.941	0.142256855093863	0.183821326257972
1363	575	7	0.5	0.005	50	1	11.5495	0.142369689033699	0.183724584394048
877	575	7	0.4	0.01	50	1	11.5546666666667	0.142369689033699	0.183724584394048
1611	600	10	0.4	0.01	50	1	15.5005	0.147544595584916	0.183696459706771
678	600	5	0.3	0.005	50	1	11.5871666666667	0.149000945546796	0.183593876454377
288	300	5	0.2	0.005	50	1	8.14583333333333	0.13943852015586	0.183439168243891
1362	575	6	0.5	0.005	50	1	11.5725	0.148919703119736	0.183234270326881
1630	625	17	0.4	0.01	50	1	12.2523333333333	0.147274477064581	0.183165384766321
977	575	5	0.1	0.005	50	1	11.6565	0.147938328982745	0.183088937896924
1317	550	9	0.2	0.005	50	1	10.7236666666667	0.143168454437868	0.183054677218429
1329	550	9	0.4	0.005	50	1	10.7628333333333	0.143168454437868	0.183054677218429
1311	550	9	0.1	0.005	50	1	10.7766666666667	0.143168454437868	0.183054677218429
963	550	9	0.3	0.005	50	1	10.9323333333333	0.142773845182201	0.183027200442256
957	550	9	0.2	0.005	50	1	10.8148333333333	0.142773845182201	0.183027200442256
